Date,Open,High,Low,Close,Adj Close,Volume,Previous Close,Daily Return,key
2020-04-20,194.0,197.350006,190.050003,192.5,184.228027,81958510,193.25,-0.38809831824062097,SBI
2020-04-21,188.0,188.199997,183.0,184.75,176.81105,53042420,192.5,-4.025974025974026,SBI
2020-04-22,185.5,189.5,181.350006,188.699997,180.591324,61503413,184.75,2.138022733423543,SBI
2020-04-23,187.75,189.899994,185.149994,186.699997,178.677246,50955312,188.699997,-1.0598834296748822,SBI
2020-04-24,184.0,184.0,179.0,179.75,172.025909,65137305,186.699997,-3.722547997684219,SBI
2020-04-27,183.5,183.5,180.5,180.899994,173.126495,42996571,179.75,0.6397741307371306,SBI
2020-04-28,182.0,185.350006,181.199997,184.300003,176.380386,49590230,180.899994,1.8794964691928133,SBI
2020-04-29,185.0,191.800003,183.5,190.100006,181.931168,57470466,184.300003,3.147044441448003,SBI
2020-04-30,193.5,195.899994,189.699997,190.5,182.31398,63063889,190.100006,0.21041240787756332,SBI
2020-05-04,182.449997,183.5,178.0,178.850006,171.164597,58118177,190.5,-6.115482414698159,SBI
2020-05-05,181.0,181.25,168.800003,170.399994,163.077698,91050439,178.850006,-4.724636128891164,SBI
2020-05-06,171.149994,173.300003,166.550003,171.100006,163.74762,73156432,170.399994,0.41080517878422884,SBI
2020-05-07,170.850006,172.550003,168.800003,170.75,163.412659,42942399,171.100006,-0.20456223712815505,SBI
2020-05-08,172.449997,173.800003,166.100006,166.649994,159.488831,55932236,170.75,-2.401174816983899,SBI
2020-05-11,167.949997,168.899994,165.0,165.449997,158.340393,54591827,166.649994,-0.7200702329458207,SBI
2020-05-12,164.199997,168.5,160.850006,166.899994,159.728073,70752542,165.449997,0.8763959058881072,SBI
2020-05-13,178.550003,178.550003,170.5,174.100006,166.618698,81720683,166.899994,4.313967800382315,SBI
2020-05-14,170.949997,171.75,167.5,167.949997,160.732971,48136531,174.100006,-3.532457661144487,SBI
2020-05-15,167.949997,168.25,164.699997,166.399994,159.249573,35495540,167.949997,-0.9228955210996543,SBI
2020-05-18,166.399994,166.399994,155.0,155.300003,148.626556,77349435,166.399994,-6.670667908798116,SBI
2020-05-19,157.5,157.850006,152.399994,152.800003,146.233994,71522334,155.300003,-1.609787476951948,SBI
2020-05-20,153.0,155.25,151.149994,153.399994,146.808197,66168767,152.800003,0.39266425930632254,SBI
2020-05-21,153.649994,156.149994,151.5,151.949997,145.420517,61147471,153.399994,-0.9452392807785875,SBI
2020-05-22,152.0,155.600006,149.449997,150.850006,144.367783,87064198,151.949997,-0.7239164341674772,SBI
2020-05-26,152.399994,153.199997,150.199997,151.399994,144.89415,48275988,150.850006,0.3645926271955102,SBI
2020-05-27,151.949997,160.800003,150.800003,158.600006,151.78476,88195120,151.399994,4.755622381332469,SBI
2020-05-28,159.449997,162.399994,156.699997,158.199997,151.401947,76968678,158.600006,-0.252212474695626,SBI
2020-05-29,156.100006,161.899994,155.199997,161.300003,154.368729,58363280,158.199997,1.95954870972596,SBI
2020-06-01,164.0,171.399994,163.350006,170.050003,162.742722,92740893,161.300003,5.424674418635937,SBI
2020-06-02,169.899994,171.300003,167.199997,170.25,162.934128,70419104,170.050003,0.11761070065961492,SBI
2020-06-03,172.5,179.899994,172.0,174.899994,167.384323,113168889,170.25,2.7312740088105683,SBI
2020-06-04,174.899994,177.649994,171.5,174.050003,166.570847,83494674,174.899994,-0.48598686630028626,SBI
2020-06-05,176.550003,189.800003,176.0,187.800003,179.729996,201321234,174.050003,7.90002859120893,SBI
2020-06-08,197.0,197.5,185.800003,186.800003,178.772964,151741826,187.800003,-0.5324813546461977,SBI
2020-06-09,187.699997,191.0,183.350006,184.449997,176.523926,96654191,186.800003,-1.2580331703742038,SBI
2020-06-10,184.550003,189.0,183.800003,187.699997,179.634277,67333317,184.449997,1.7619951492869905,SBI
2020-06-11,188.0,190.399994,176.350006,177.149994,169.537643,91726802,187.699997,-5.620672972093869,SBI
2020-06-12,170.0,180.0,169.800003,179.149994,171.451691,92758901,177.149994,1.1289867726442036,SBI
2020-06-15,177.850006,177.850006,172.0,173.699997,166.235886,63613412,179.149994,-3.0421418825166113,SBI
2020-06-16,178.0,178.949997,169.399994,172.899994,165.470261,63925976,173.699997,-0.46056592620436476,SBI
2020-06-17,171.0,176.199997,169.25,172.949997,165.518127,73866905,172.899994,0.028920186081674355,SBI
2020-06-18,172.399994,180.649994,171.100006,179.649994,171.930206,58261857,172.949997,3.8739503418436003,SBI
2020-06-19,180.300003,184.949997,179.5,184.5,176.571808,76895151,179.649994,2.6996972791438045,SBI
2020-06-22,185.0,191.75,184.25,187.699997,179.634277,80023958,184.5,1.7344157181571795,SBI
2020-06-23,189.600006,193.100006,187.850006,192.449997,184.180176,65487085,187.699997,2.53063403085723,SBI
2020-06-24,194.800003,194.899994,183.899994,184.600006,176.667511,74668987,192.449997,-4.078976940695919,SBI
2020-06-25,182.199997,186.800003,180.399994,185.25,177.289566,73620385,184.600006,0.3521094143409683,SBI
2020-06-26,188.0,188.600006,183.800003,184.600006,176.667511,49176958,185.25,-0.35087395411605526,SBI
2020-06-29,183.0,183.100006,178.5,179.25,171.547394,50966428,184.600006,-2.8981613359210874,SBI
2020-06-30,181.100006,182.899994,177.25,178.449997,170.781754,43613239,179.25,-0.44630571827057397,SBI
2020-07-01,179.449997,185.399994,178.600006,184.800003,176.858902,54012853,178.449997,3.5584231475218284,SBI
2020-07-02,185.649994,188.0,184.0,185.449997,177.480988,52127276,184.800003,0.35172834926847507,SBI
2020-07-03,186.649994,186.850006,183.399994,184.699997,176.763199,38048810,185.449997,-0.40442168354416314,SBI
2020-07-06,186.600006,189.850006,186.149994,188.050003,179.969254,43773740,184.699997,1.8137553082905613,SBI
2020-07-07,187.0,189.199997,184.050003,188.600006,180.495605,55124494,188.050003,0.29247699613171707,SBI
2020-07-08,188.899994,197.449997,188.399994,191.899994,183.653809,143063102,188.600006,1.7497284703161593,SBI
2020-07-09,192.800003,201.0,192.550003,199.100006,190.544418,89539723,191.899994,3.7519605133494767,SBI
2020-07-10,198.0,202.5,194.800003,195.600006,187.194824,111406477,199.100006,-1.7579105447138963,SBI
2020-07-13,198.800003,199.800003,191.600006,192.699997,184.419418,61949761,195.600006,-1.4826221426598583,SBI
2020-07-14,192.300003,192.300003,184.600006,186.050003,178.055191,62239932,192.699997,-3.4509569815924763,SBI
2020-07-15,187.949997,189.949997,183.0,183.800003,175.901886,58527305,186.050003,-1.2093523051434727,SBI
2020-07-16,185.0,186.949997,181.649994,186.25,178.246597,46546803,183.800003,1.3329689662736275,SBI
2020-07-17,186.800003,189.5,185.0,188.199997,180.112808,47035238,186.25,1.046978255033555,SBI
2020-07-20,190.0,193.25,188.75,190.75,182.553223,45672856,188.199997,1.3549431671882566,SBI
2020-07-21,192.449997,196.199997,191.5,194.399994,186.046371,59281860,190.75,1.9134961992136263,SBI
2020-07-22,195.699997,196.75,190.100006,192.0,183.749512,62276152,194.399994,-1.2345648529186646,SBI
2020-07-23,192.399994,199.100006,191.149994,198.25,189.730942,70801412,192.0,3.2552083333333335,SBI
2020-07-24,195.699997,196.300003,190.649994,191.949997,183.70166,65265493,198.25,-3.17780731399748,SBI
2020-07-27,193.0,193.199997,186.5,187.149994,179.10791,50697767,191.949997,-2.5006528132428176,SBI
2020-07-28,188.0,190.5,185.75,189.449997,181.309082,51488617,187.149994,1.2289623690824183,SBI
2020-07-29,187.600006,195.25,187.0,191.199997,182.983887,73763368,189.449997,0.9237265915607272,SBI
2020-07-30,192.5,193.5,186.050003,186.550003,178.533707,48472816,191.199997,-2.4320052682845974,SBI
2020-07-31,188.0,194.850006,186.699997,191.449997,183.223145,145892485,186.550003,2.62663839249576,SBI
2020-08-03,192.0,194.600006,190.050003,192.25,183.98877,72454278,191.449997,0.41786524551369086,SBI
2020-08-04,193.350006,193.800003,190.5,191.600006,183.366714,43866676,192.25,-0.3380983094928439,SBI
2020-08-05,192.75,196.850006,191.0,191.449997,183.223145,68888892,191.600006,-0.07829279504302905,SBI
2020-08-06,192.300003,194.5,190.25,190.949997,182.744629,59740172,191.449997,-0.261164799078059,SBI
2020-08-07,191.449997,192.100006,189.550003,190.649994,182.45752,44822338,190.949997,-0.1571107644479323,SBI
2020-08-10,191.850006,195.5,191.699997,193.800003,185.472183,48784530,190.649994,1.6522471015656113,SBI
2020-08-11,195.0,196.800003,193.75,195.050003,186.668442,43890305,193.800003,0.6449948300568396,SBI
2020-08-12,196.0,204.25,194.600006,203.300003,194.563934,157818228,195.050003,4.229684631176345,SBI
2020-08-13,205.5,207.300003,200.75,201.899994,193.224075,70443118,203.300003,-0.6886418983476411,SBI
2020-08-14,203.0,204.0,194.600006,196.5,188.056152,56169088,201.899994,-2.6745884895865784,SBI
2020-08-17,198.449997,198.649994,191.5,193.100006,184.802246,54787889,196.5,-1.7302768447837111,SBI
2020-08-18,193.800003,195.75,191.699997,195.100006,186.716309,46294169,193.100006,1.035732748760246,SBI
